title,author,publisher,isbn,description,image,link,pub_review,detail,category_d1,category_d2,category_d3
영어성경 요한복음 쓰기 (영어로 쓰며 마음에 새기는 하나님의 말씀),아가페 편집부,아가페출판사,9788953796270,"영원한 생명의 말씀, 요한복음을 영어로 쓰다<영어성경 요한복음 쓰기>는 한국의 성도들에게 가장 친숙하고 대중적인 영어 성경, NIV(NEW INTERNATIONAL VERSION) 성경을 영어 본문으로 채택해 필사하실 수 있도록 구성했습니다. 또한 말씀의 의미를 이해하기 쉽도록, 아가페 쉬운성경을 함께 수록하였습니다.",https://bookthumb-phinf.pstatic.net/cover/154/783/15478323.jpg,http://book.naver.com/bookdb/book_detail.php?bid=15478323,"<영어성경 요한복음 쓰기>의 특징1. 성경: 친숙한 영어 성경인 NIV와 쉬운 한글 번역 성경인 쉬운성경이 수록되어 있습니다.2. 필사 페이지: 유선 노트 위에 장.절.소제목이 표기되어 있습니다. 왼쪽페이지에 수록된 NIV 본문과 똑같이 맞추어 쓰시면 됩니다. (필사페이지의 경우 간혹 하단에 한 행의 여백이 생길 수 있습니다.) 3. 단어: 하단에 어려운 영단어의 해설과 발음기호가 정리되어 있습니다.* <영어성경 요한복음 쓰기>를 시작하시는 분들께1. 기도로 시작하세요.한 글자 한 글자를 쓰는 동안, 언어를 뛰어넘어 살아있는 하나님의 말씀이 내 안에 들어올 수 있도록 기도합니다.2. 말씀의 의미를 마음에 새기면서 쓰세요.단순히 영어로 한번 쓰는 것이 목적이 아닙니다. 말씀의 의미를 이해하면서 써나갈 수 있도록 주의를 기울이세요. 모르는 영단어는 하단의 단어설명과 사전을 참고해주세요. 3. 다 쓰고 나면 꼭 말씀을 묵상하세요.묵상이란 말씀을 깊이 생각하면서 내 것으로 만드는 시간입니다. 쓰기를 마친 후에는 말씀이 내게 주시는 깨달음에 대해 묵상하는 시간을 꼭 가지세요.4. 적당한 분량을 정해놓고 매일 꾸준히 쓰세요.한꺼번에 많은 양을 쓰려고 하지 마세요. 적당한 분량을 매일 꾸준히 쓰는 것이 중요합니다.",,종교,기독교(개신교),
"일러스트 쉬운성경 (단본,색인)",아가페출판사 편집부,아가페출판사,9788953703988,"한글, 컬러 일러스트, 비닐, 수첩식, 은장, 색인, 단본, 가로 12.5CM X 세로 17.5CM X 두께 3.5CM.열 명의 신학자들이 원문을 정확하게 번역하여, 어린이부터 노인까지 누구나 쉽게 읽을 수 있다.성경의 이해를 도와주는 일러스트레이션이 다양하게 수록되어 있다.",https://bookthumb-phinf.pstatic.net/cover/020/834/02083417.jpg,http://book.naver.com/bookdb/book_detail.php?bid=2083417,,,종교,기독교(개신교),
"큰글자 새번역성경&새찬송가 (합본,색인,RN72AF)",대한성서공회,아가페출판사,9788953723719,"새롭게 편집해 가독성이 좋은 큰 활자 성경. 말씀이 한눈에 들어온다. 쉬운면서 정확한 공인 번역, 신뢰할 수 있는 공인 번역, 정확한 원문번역으로, 쉬운 현대어와 바른 우리말를 사용했다.",https://bookthumb-phinf.pstatic.net/cover/188/319/18831991.jpg,http://book.naver.com/bookdb/book_detail.php?bid=18831991,,,종교,기독교(개신교),
"주삶 2022.5/6 (개역개정본문,주야로 묵상하는 삶)",주삶편집위원회,아가페출판사(잡지),9772287684006,nan,https://bookthumb-phinf.pstatic.net/cover/223/325/22332598.jpg,http://book.naver.com/bookdb/book_detail.php?bid=22332598,,,잡지,인문/사회/종교,종교
아가페 성경전서&새찬송가 (합본/색인/PU/NKR62AS),개역개정성경편찬위원회,아가페출판사,9788953722699,"- 폭신한 촉감의 PU소재의 표지- 파스텔톤의 컬러와 심플한 디자인- 고급스러운 금속지퍼 적용작고 가벼워 휴대성이 좋습니다.성경 크기 대비 가독성이 좋습니다.졸업, 생일 선물용으로 좋습니다.",https://bookthumb-phinf.pstatic.net/cover/163/839/16383921.jpg,http://book.naver.com/bookdb/book_detail.php?bid=16383921,,,종교,기독교(개신교),
"주삶 2021.11/12 (개역개정본문,주야로 묵상하는 삶)",주삶편집위원회,아가페출판사(잡지),9772287684006,nan,https://bookthumb-phinf.pstatic.net/cover/211/228/21122820.jpg,http://book.naver.com/bookdb/book_detail.php?bid=21122820,,,잡지,인문/사회/종교,종교
아가페 감사노트 (중철제본),아가페출판사 편집부,아가페출판사,8809179681322,감사는 더 많은 감사를 낳습니다. 무심코 지나쳐버렸던 일상의 감사거리를 찾아 매일매일 기록해보세요. 우리 삶을 놀랄 만큼 풍성하게 채우신 하나님의 은혜를 깨닫게 될 것입니다. 산뜻하고 슬림한 디자인으로 처음 감사노트를 접하는 사람도 부담 없이 시작할 수 있으며 휴대하기 좋은 사이즈로 장소에 상관없이 언제 어디서나 감사의 내용을 기록할 수 있습니다. 각 페이지마다 감사성구 수록으로 은혜를 더하는 성경말씀으로 깊은 묵상을  돕고 넉넉한 메모공간과 깔끔하게 잘 펼쳐져 쓰기 편한 중철제본으로 새신자 & 교회 단체선물용으로도 좋습니다.,https://bookthumb-phinf.pstatic.net/cover/129/956/12995668.jpg,http://book.naver.com/bookdb/book_detail.php?bid=12995668,★ 감사노트 활용법 ★-오늘의 감사: 일상에서 느낀 감사의 내용을 자유롭게 기록하세요.-감사기도: 하나님의 은혜에 감사하며 기도로 정리해보세요.-은혜 Plus: 은혜를 더하는 성경말씀으로 감사를 더욱 깊이 묵상해보세요.,,종교,,
밑글씨 매일 쓰기성경 세트,대한성서공회,아가페출판사,9788953721067,"*저작권 등록이 되어 있는 편집 저작물입니다.*말씀이 밑글씨로 인쇄되어 있습니다!*성경책 대조 없이 간편하게 쓸 수 있습니다!-매일 성경을 따라 쓰며 말씀을 마음에 새길 수 있습니다. -나만의 성경을 만들어 사랑하는 가족과 지인에게 선물할 수 있습니다.-자녀들에게 신앙의 유산으로 남길 수 있습니다. *매일 쓰기성경의 특징-장, 절이 표기되어 있어 원하는 부분을 자유롭게 선택, 이동하며 쓸 수 있습니다. -밑글씨가 있어 성경책 대조 없이 간편하게 쓸 수 있습니다. -잘 펴지는 제본으로 편리하게 쓸 수 있습니다.*전 4권 구성-구약① : 창세기~사무엘상-구약② : 사무엘하~시편-구약③ : 잠언~말라기-신약전서 : 마태복음~요한계시록*전 4권 세트 판매합니다.",https://bookthumb-phinf.pstatic.net/cover/144/742/14474201.jpg,http://book.naver.com/bookdb/book_detail.php?bid=14474201,,,종교,기독교(개신교),
"밑글씨 매일 쓰기성경 (시편.잠언.전도서,온 가족이 함께 쓰는)",쓰기성경편찬위원회,아가페출판사,9788953723252,"*저작권 등록이 되어 있는 편집 저작물입니다.사철제본으로 완전 펼침이 가능해서 필기가 편합니다.아름다운 신앙 고백과 삶의 지혜와 진리가 담겨 있는 〈시편 ㆍ 잠언 ㆍ 전도서〉를 직접 써보면서 성경말씀을 깊이 묵상하세요. -매일 성경을 따라 쓰며 말씀을 마음에 새길 수 있습니다. -나만의 성경을 만들어 사랑하는 가족과 지인에게 선물할 수 있습니다.-자녀들에게 신앙의 유산으로 남길 수 있습니다. *밑글씨 매일 쓰기성경의 특징-장, 절이 표기되어 있어 원하는 부분을 자유롭게 선택, 이동하며 쓸 수 있습니다. -말씀이 밑글씨로 인쇄되어 있어 성경책 대조 없이 간편하게 쓸 수 있습니다. -잘 펴지는 제본으로 편리하게 쓸 수 있습니다.",https://bookthumb-phinf.pstatic.net/cover/167/110/16711076.jpg,http://book.naver.com/bookdb/book_detail.php?bid=16711076,"*저작권 등록이 되어 있는 편집 저작물입니다.사철제본으로 완전 펼침이 가능해서 필기가 편합니다.아름다운 신앙 고백과 삶의 지혜와 진리가 담겨 있는 〈시편 · 잠언 · 전도서〉를 직접 써보면서 성경말씀을 깊이 묵상하세요. -매일 성경을 따라 쓰며 말씀을 마음에 새길 수 있습니다. -나만의 성경을 만들어 사랑하는 가족과 지인에게 선물할 수 있습니다.-자녀들에게 신앙의 유산으로 남길 수 있습니다.  *밑글씨 매일 쓰기성경의 특징-장, 절이 표기되어 있어 원하는 부분을 자유롭게 선택, 이동하며 쓸 수 있습니다. -말씀이 밑글씨로 인쇄되어 있어 성경책 대조 없이 간편하게 쓸 수 있습니다. -잘 펴지는 제본으로 편리하게 쓸 수 있습니다.",,종교,기독교(개신교),
"아가페 쉬운성경 (단본,색인,무지퍼)",쉬운성경편찬위원회,아가페출판사,9788953721036,"*아가페 쉬운성경은 정확합니다.8년에 걸쳐 국내외 권위있는 신학자 열 분이 번역한 가장 쉬운 원문번역 성경입니다. *쉬운성경은 이해가 빠릅니다. 국어학자의 감수를 받고 초등학교 교사들이 문장을 다듬어서 누구나 쉽게 이해할 수있습니다.  - 원문에서 정확하게 번역한 성경- 누구나 쉽게 이해할 수 있는 성경- 글자가 커져 눈이 편안한 성경- 예수님 말씀 적색 표기",https://bookthumb-phinf.pstatic.net/cover/126/852/12685256.jpg,http://book.naver.com/bookdb/book_detail.php?bid=12685256,,,종교,기독교(개신교),
[인디고블루] 담다 설교노트,아가페출판사 편집부,아가페출판사,8809179682893,"설교 100편 기록, 프리노트 추가표지 안 포켓, 펜홀더 예쁜 삼각펜 증정 말씀을 담다, 말씀을 살아내다삶의 지표가 되는 귀한 말씀, 소중히 담아보세요!ㆍ 말씀을 들을 때 하나님의 구원역사가 삶 속으로 스며듭니다.ㆍ 말씀을 적을 때 하나님의 뜻이 영혼에 전해집니다.ㆍ 말씀을 살아낼 때 하나님께 한 발짝 더 다가갑니다.[담다의 특징]1. 가죽 느낌의 고급스러운 재질과 색상 2. 밴드가 있어 가방 속에 휴대하기 편리3. 손에 맞는 사이즈 및 잘 펴지는 사철제본의 설교노트4. 새신자 ＆ 교회 단체선물용으로 최고",https://bookthumb-phinf.pstatic.net/cover/213/968/21396816.jpg,http://book.naver.com/bookdb/book_detail.php?bid=21396816,"설교 100편 기록, 프리노트 추가표지 안 포켓, 펜홀더 예쁜 삼각펜 증정 말씀을 담다, 말씀을 살아내다삶의 지표가 되는 귀한 말씀, 소중히 담아보세요!· 말씀을 들을 때 하나님의 구원역사가 삶 속으로 스며듭니다.· 말씀을 적을 때 하나님의 뜻이 영혼에 전해집니다.· 말씀을 살아낼 때 하나님께 한 발짝 더 다가갑니다.[담다의 특징]1. 가죽 느낌의 고급스러운 재질과 색상 2. 밴드가 있어 가방 속에 휴대하기 편리3. 손에 맞는 사이즈 및 잘 펴지는 사철제본의 설교노트4. 새신자 ＆ 교회 단체선물용으로 최고",,종교,기독교(개신교),
21C 반주용 새찬송가,한국찬송가공회,아가페출판사,9788953722392,"피아노.기타 반주용 찬송가관현악 연주용예비 반주자.피아노 학습자 필수한 눈에 보이는 큰 악보, 큰 글자반주를 도와주는 기타 코드, 피아노 코드기타 반주자들을 위한 쉬운 기타 코드와 리듬자세한 해설의 피아노 반주 가이드 수록찬송 인도자를 위한 관련 찬송 안내통일 찬송가 병용을 위한 통일 찬송가 별도 표시코드, 전주 부분 별색 인쇄트윈링 제작으로 완전 펼침 실현쉽게 찾을 수 있는 컬러 색인과 최고급 장정",https://bookthumb-phinf.pstatic.net/cover/154/723/15472361.jpg,http://book.naver.com/bookdb/book_detail.php?bid=15472361,,,종교,기독교(개신교),
"밑글씨 매일 쓰기성경 (창세기-사무엘상,구약 1)",쓰기성경편찬위원회,아가페출판사,9788953721081,"매일 성경을 따라 쓰며 말씀을 마음에 새길 수 있습니다.나만의 성경을 만들어 사랑하는 가족과 지인에게 선물할 수 있습니다.자녀들에게 신앙의 유산으로 남길 수 있습니다. 매일 쓰기성경의 특징- 장, 절이 표기되어 있어 원하는 부분을 자유롭게 선택, 이동하며 쓸 수 있습니다.- 밑글씨가 있어 성경책 대조 없이 간편하게 따라 쓸 수 있습니다.- 잘 펴지는 제본으로 편리하게 쓸 수 있습니다.",https://bookthumb-phinf.pstatic.net/cover/136/030/13603037.jpg,http://book.naver.com/bookdb/book_detail.php?bid=13603037,"- 장, 절이 표기되어 있어 원하는 부분을 자유롭게 선택, 이동하며 쓸 수 있습니다.- 밑글씨가 있어 성경책 대조 없이 간편하게 따라 쓸 수 있습니다.- 잘 펴지는 제본으로 편리하게 쓸 수 있습니다.",,종교,기독교(개신교),
"아가페 큰글쉬운성경 (단본,색인)",큰글쉬운성경편찬위원회,아가페출판사,9788953724501,- 원문에서 정확하게 번역한 성경- 누구나 쉽게 이해할 수 있는 성경- 가독성이 뛰어나 눈이 편안한 성경- 예수님 말씀 적색 표기,https://bookthumb-phinf.pstatic.net/cover/214/258/21425884.jpg,http://book.naver.com/bookdb/book_detail.php?bid=21425884,,,종교,기독교(개신교),
"열린노트성경 (단본,색인,무지퍼)",개역개정열린노트성경편찬위원회,아가페출판사,9788953722682,"메모란이 있어 편리한,내가 만들어가는 나만의 ""맞춤""주석성경개역개정 최신 4판 분문설교 및 묵상 노트장별 요약과 해설 예수님 말씀 적색표시",https://bookthumb-phinf.pstatic.net/cover/162/162/16216201.jpg,http://book.naver.com/bookdb/book_detail.php?bid=16216201,,,종교,기독교(개신교),
"슬림쉬운성경 (단본,색인)",아가페쉬운한영성경편찬위원회,아가페출판사,9788953724907,"8년의 결실인 권위있는 원문번역 성경쉬운성경은 한번만 읽어도 쉽게 이해할 수 있습니다.국어학자의 감수하에 현직 교사들이 문장을 다듬어서 누구나 쉽게 이해할 수 있습니다.* 생일,입학,졸업,군입대등 각종 기념일에 선물하기 좋은 성경입니다.* 휴대 간편한 사이즈와 고급스러운 외장은 받는 분의 마음을 기쁘게 해 드립니다.",https://bookthumb-phinf.pstatic.net/cover/223/467/22346781.jpg,http://book.naver.com/bookdb/book_detail.php?bid=22346781,,,종교,기독교(개신교),
"아가페 쉬운성경 (단본,색인,무지퍼)",쉬운성경편찬위원회,아가페출판사,9788953721142,8년에 걸쳐 국내외 권위있는 신학자 열 분이 번역한 가장 쉬운 원문번역 성경이다. 국어학자의 감수를 받고 초등학교 교사들이 문장을 다듬어서 누구나 쉽게 이해할 수 있다.,https://bookthumb-phinf.pstatic.net/cover/131/686/13168663.jpg,http://book.naver.com/bookdb/book_detail.php?bid=13168663,,,종교,기독교(개신교),
"아가페 큰글자 새번역 성경 (RN72B,단본,색인)",대한성서공회,아가페출판사,9788953715028,- 언어 : 한글- 구성 : 다크브라운 / 단본 / 주석 / 색인 / 금장 / 무지퍼 / 케이스 포함- 크기 : 13.5 * 20 * 3.5 (CM),https://bookthumb-phinf.pstatic.net/cover/073/108/07310886.jpg,http://book.naver.com/bookdb/book_detail.php?bid=7310886,,,종교,기독교(개신교),
[인디핑크] 담다 설교노트,아가페출판사 편집부,아가페출판사,8809179682909,"설교 100편 기록, 프리노트 추가표지 안 포켓, 펜홀더 예쁜 삼각펜 증정 말씀을 담다, 말씀을 살아내다삶의 지표가 되는 귀한 말씀, 소중히 담아보세요!ㆍ 말씀을 들을 때 하나님의 구원역사가 삶 속으로 스며듭니다.ㆍ 말씀을 적을 때 하나님의 뜻이 영혼에 전해집니다.ㆍ 말씀을 살아낼 때 하나님께 한 발짝 더 다가갑니다.[담다의 특징]1. 가죽 느낌의 고급스러운 재질과 색상 2. 밴드가 있어 가방 속에 휴대하기 편리3. 손에 맞는 사이즈 및 잘 펴지는 사철제본의 설교노트4. 새신자 ＆ 교회 단체선물용으로 최고",https://bookthumb-phinf.pstatic.net/cover/213/968/21396808.jpg,http://book.naver.com/bookdb/book_detail.php?bid=21396808,"설교 100편 기록, 프리노트 추가표지 안 포켓, 펜홀더 예쁜 삼각펜 증정 말씀을 담다, 말씀을 살아내다삶의 지표가 되는 귀한 말씀, 소중히 담아보세요!· 말씀을 들을 때 하나님의 구원역사가 삶 속으로 스며듭니다.· 말씀을 적을 때 하나님의 뜻이 영혼에 전해집니다.· 말씀을 살아낼 때 하나님께 한 발짝 더 다가갑니다.[담다의 특징]1. 가죽 느낌의 고급스러운 재질과 색상 2. 밴드가 있어 가방 속에 휴대하기 편리3. 손에 맞는 사이즈 및 잘 펴지는 사철제본의 설교노트4. 새신자 ＆ 교회 단체선물용으로 최고",,종교,기독교(개신교),
"새번역성경 (단본,색인,RN62EX)",대한성서공회,아가페출판사,9788953723146,쉬운면서 정확한 공인 번역!신뢰할 수 있는 공인 번역!정확한 원문번역! 쉬운 현대어!바른 우리말!,https://bookthumb-phinf.pstatic.net/cover/175/257/17525710.jpg,http://book.naver.com/bookdb/book_detail.php?bid=17525710,,,종교,기독교(개신교),
"큰글자 새번역성경&새찬송가 (합본,색인,RN72EAF)",대한성서공회,아가페출판사,9788953723429,새롭게 편집해 가독성이 좋은 큰 활자 성경말씀이 한눈에 들어오는 큰 활자 성경!쉬운면서 정확한 공인 번역!신뢰할 수 있는 공인 번역!정확한 원문번역! 쉬운 현대어!바른 우리말!,https://bookthumb-phinf.pstatic.net/cover/179/367/17936789.jpg,http://book.naver.com/bookdb/book_detail.php?bid=17936789,,,종교,기독교(개신교),
쉬운성경 잠언 따라쓰기 (하나님의 지혜를 배우는),주니어아가페 편집부,아가페출판사,9788993524079,"'아가페 따라쓰기' 시리즈, 제4권 『잠언 따라쓰기』. <쉬운성경>을 통해 하나님의 지혜를 배우는 구약성경 '잠언'을 따라쓸 수 있도록 구성되어 있다. 하나님을 경외하는 것이 지혜의 근본임을 깨닫게 된다.아울러 지혜로운 삶에 대해서도 배울 수 있다. 어려운 단어는 이해하기 쉽게 설명해놓았다.",https://bookthumb-phinf.pstatic.net/cover/059/934/05993407.jpg,http://book.naver.com/bookdb/book_detail.php?bid=5993407,"잠언은 우리에게 '진리'를 가르쳐 주는 지혜서예요.지혜는 우리에게 선과 악, 진리와 거지, 하나님의 뜻과 사람의 생각을 헤아릴 수 있게 해주는 분별력을 가져다주어요.<쉬운성경 잠언 따라쓰기>로 말씀을 따라 써 보세요.하루가 다르게 지혜가 쑥쑥! 자라서 어린 시절부터 하나님 말씀대로 살아가는 방법들을 알 수 있게 된답니다. 이렇게 활용하세요ㆍ매일 시간을 정해 놓고 쓰도록 하며 기도로 시작하여 기도로 끝내세요.ㆍ한꺼번에 무리하게 쓰지 말고 적당한 분량을 정해서 매일 꾸준히 써내려 가세요.ㆍ손으로만의 지혜가 아니라 지혜의 말씀을 마음속 깊이 새기도록 하세요.Pointㆍ한글을 아는 모든 어린이들이 사용할 수 있습니다.ㆍ한 페이지에 해당하는 장절이 표시되어 있어 구분하기가 쉽습니다.ㆍ어려운 단어를 한자 뜻풀이와 함께 쉽게 설명해 놓았습니다.ㆍ스프링제본 방식을 채택하여 완전펼침이 가능합니다.",,종교,기독교(개신교),
쉬운성경 NLT 영어성경 시편 쓰기 상+하 세트 (영어로 쓰며 마음에 세기는 하나님의 말씀),아가페 편집부,아가페출판사,9788953796485,"영원한 찬양의 말씀, 시편을 영어로 쓰다〈영어성경 시편 쓰기〉는 가장 이해하기 쉬운 단어와 표현으로 번역된 TYNDALE사의 NLT(NEW LIVING TRANSLATION) 성경을 영어 본문으로 채택해 필사하실 수 있도록 구성했습니다. 또한 말씀의 의미를 이해하기 쉽도록, 아가페 쉬운성경을 함께 수록하였습니다.상권은 1-72편, 하권은 73-150편을 필사 하실 수 있습니다.",https://bookthumb-phinf.pstatic.net/cover/208/102/20810278.jpg,http://book.naver.com/bookdb/book_detail.php?bid=20810278,"영원한 찬양의 말씀, 시편을 영어로 쓰다[영어성경 시편 쓰기]는 가장 이해하기 쉬운 단어와 표현으로 번역된 Tyndale사의 NLT(New Living Translation) 성경을 영어 본문으로 채택해 필사할 수 있도록 구성했다. 또한 말씀의 의미를 이해하기 쉽도록, 아가페 쉬운성경을 함께 수록하였다. 상권은 1-72편, 하권은 73-150편을 필사할 수 있다. * [영어성경 시편 쓰기]의 특징1. 성경: 쉬운 영어 성경인 NLT와 쉬운 한글 번역 성경인 쉬운성경이 수록되어 있다.2. 필사 페이지: 유선 노트 위에 장·절·소제목이 표기되어 있으며, 왼쪽페이지에 수록된 NIV 본문과 똑같이 맞추어 쓸 수 있다. (필사페이지의 경우 간혹 하단에 한 행의 여백이 생길 수 있습니다.) 3. 단어: 하단에 어려운 영단어의 해설이 정리되어 있다.* [영어성경 시편 쓰기]를 시작하시는 분들께1. 기도로 시작한다.한 글자 한 글자를 쓰는 동안, 언어를 뛰어넘어 살아있는 하나님의 말씀이 내 안에 들어올 수 있도록 기도한다.2. 말씀의 의미를 마음에 새기면서 쓴다.단순히 영어로 한번 쓰는 것이 목적이 아니다. 말씀의 의미를 이해하면서 써나갈 수 있도록 주의를 기울인다. 모르는 영단어는 하단의 단어설명과 사전을 참고한다. 3. 다 쓰고 나면 꼭 말씀을 묵상한다.묵상이란 말씀을 깊이 생각하면서 내 것으로 만드는 시간이다. 쓰기를 마친 후에는 말씀이 내게 주시는 깨달음에 대해 묵상하는 시간을 꼭 보내시길 추천한다.4. 적당한 분량을 정해놓고 매일 꾸준히 쓴다.한꺼번에 많은 양을 쓰려고 하지 마시길 바란다. 적당한 분량을 매일 꾸준히 쓰는 것이 중요하다.* 본문 미리보기 이미지의 별색과 실제 도서의 별색은 차이가 있을 수 있음을 밝힘.",,종교,기독교(개신교),
